PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text,Predicted_Cancer_Type
PREDISPOSES,HMGA2 gene|HMGA2,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,HMGA2 gene|HMGA2 Breast cancer metastatic,Female Breast Cancer
AFFECTS,Benzodiazepines,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Benzodiazepines Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Breast cancer stage III,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Breast cancer stage III Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Glycerol-3-Phosphate Dehydrogenase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Glycerol-3-Phosphate Dehydrogenase Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Adhesions,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",Adhesions Breast cancer metastatic,Female Breast Cancer
DISRUPTS,Neprilysin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Neprilysin Malignant neoplasm of breast,Female Breast Cancer
CAUSES,WBP2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,WBP2 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"MFNG protein, human|MFNG",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","MFNG protein, human|MFNG Malignant neoplasm of breast",Female Breast Cancer
AUGMENTS,Placental Growth Factor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Placental Growth Factor Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Anthocyanins,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Anthocyanins Breast cancer metastatic,Female Breast Cancer
AFFECTS,Mesothelioma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Mesothelioma Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Lipopolysaccharides,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Lipopolysaccharides Breast cancer metastatic,Female Breast Cancer
PREDISPOSES,"Dysplasia, fibrous",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"Dysplasia, fibrous Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,HGF gene|HGF,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,HGF gene|HGF Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,RBBP1L1 Protein|ARID4B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",RBBP1L1 Protein|ARID4B Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,TERT gene|TERT,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TERT gene|TERT Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,hypercholesterolemia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid,hypercholesterolemia Malignant neoplasm of breast,Female Breast Cancer
CAUSES,RETN gene|RETN,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RETN gene|RETN Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,SYNJ2BP,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,SYNJ2BP Breast cancer metastatic,Female Breast Cancer
AFFECTS,phenylpyruvate tautomerase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,phenylpyruvate tautomerase Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,LIMK1 gene|LIMK1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LIMK1 gene|LIMK1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Camellia sinensis extract,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Camellia sinensis extract Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Mutant Proteins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Mutant Proteins Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Dioxygenases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Dioxygenases Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,SRCIN1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,SRCIN1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"Receptors, Calcium-Sensing",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"Receptors, Calcium-Sensing Malignant neoplasm of breast",Female Breast Cancer
AFFECTS,17beta-HSD 7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,17beta-HSD 7 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,RET gene|RET,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,RET gene|RET Breast Carcinoma,Female Breast Cancer
AFFECTS,Immunotoxins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Immunotoxins Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,PNPLA2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,PNPLA2 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,DNA,Familial cancer of breast,0.0039960039960039,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",DNA Familial cancer of breast,Female Breast Cancer
CAUSES,NRF1 gene|NRF1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NRF1 gene|NRF1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,L-2-amino-4-phosphonobutyrate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,L-2-amino-4-phosphonobutyrate Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"8-oxoguanine-DNA glycosylase, human",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide","8-oxoguanine-DNA glycosylase, human Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,PCDH10 gene|PCDH10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PCDH10 gene|PCDH10 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"NOS3 protein, human|NOS3",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","NOS3 protein, human|NOS3 Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,RUNX2,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,RUNX2 Breast cancer metastatic,Female Breast Cancer
AFFECTS,Mitosis,Inflammatory Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Other,Mitosis Inflammatory Breast Carcinoma,Female Breast Cancer
PREDISPOSES,NOTCH1 gene,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Gene or Genome,"NOTCH1 gene Carcinoma, Ductal, Breast",Female Breast Cancer
AFFECTS,CDK4 gene|CDK4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CDK4 gene|CDK4 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Riluzole,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Riluzole Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Androgens,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Androgens Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
CAUSES,Prostaglandins E,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Eicosanoid,Prostaglandins E Malignant neoplasm of breast,Female Breast Cancer
CAUSES,CD4 gene|CD4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CD4 gene|CD4 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Tiron,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Tiron Breast Carcinoma,Female Breast Cancer
CAUSES,TOLLIP gene|TOLLIP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TOLLIP gene|TOLLIP Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CASP10 gene|CASP10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CASP10 gene|CASP10 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,sorafenib,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,sorafenib Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Paclitaxel,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Paclitaxel Breast cancer metastatic,Female Breast Cancer
DISRUPTS,Pharmaceutical Preparations,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Pharmacologic Substance,Pharmaceutical Preparations Breast cancer metastatic,Female Breast Cancer
AFFECTS,Cytochrome P-450 CYP2E1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Cytochrome P-450 CYP2E1 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,CCNB1 gene|CCNB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CCNB1 gene|CCNB1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Dendritic Cell Vaccine,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Dendritic Cell Vaccine Breast cancer metastatic,Female Breast Cancer
AUGMENTS,cyclin B2|CCNB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,cyclin B2|CCNB2 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,receptor,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,receptor Breast cancer metastatic,Female Breast Cancer
AUGMENTS,atamestane,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,atamestane Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,BARD1 gene|BARD1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BARD1 gene|BARD1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,N-(4-aminophenethyl)spiroperidol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,N-(4-aminophenethyl)spiroperidol Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,GACAT3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,GACAT3 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Aspartate Transaminase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Aspartate Transaminase Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Therapeutic Intervention,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",Therapeutic Intervention Breast cancer metastatic,Female Breast Cancer
AUGMENTS,UBAP2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,UBAP2 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,FOXC1 gene|FOXC1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FOXC1 gene|FOXC1 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Bombesin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Bombesin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,BRIP1,Familial cancer of breast,0.0039960039960039,Female Breast Cancer,Other,BRIP1 Familial cancer of breast,Female Breast Cancer
CAUSES,Homologous Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Homologous Gene Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,indole,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,indole Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,AKTIP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,AKTIP Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,LMO4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,LMO4 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Alternative Therapies,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Alternative Therapies Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,SIRT1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,SIRT1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,JAG1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,JAG1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,FOXM1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,FOXM1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"NAT2 protein, human|NAT2",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","NAT2 protein, human|NAT2 Malignant neoplasm of breast",Female Breast Cancer
AUGMENTS,Acetylcysteine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Acetylcysteine Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Diet,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Diet Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,LTB4R2 gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LTB4R2 gene Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,fisetin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,fisetin Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Dopamine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neuroreactive Substance or Biogenic Amine,Dopamine Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,chemokine receptor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,chemokine receptor Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Insulin-Like Growth-Factor-Binding Proteins|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Insulin-Like Growth-Factor-Binding Proteins|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,BRCA1 gene|BRCA1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,BRCA1 gene|BRCA1 Breast cancer invasive NOS,Female Breast Cancer
PREDISPOSES,XPA gene|XPA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,XPA gene|XPA Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,rhodioloside,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,rhodioloside Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,HOXB5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,HOXB5 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Nitric Oxide,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Nitric Oxide Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,NES gene|NES,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,NES gene|NES Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,YBX1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other,YBX1 Breast cancer invasive NOS,Female Breast Cancer
CAUSES,CDKN1B gene|CDKN1B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CDKN1B gene|CDKN1B Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,proteomic profiling,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,proteomic profiling Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Mastectomy,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Mastectomy Breast cancer metastatic,Female Breast Cancer
DISRUPTS,MIRN384 gene|MIR384,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIRN384 gene|MIR384 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,SNAI1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,SNAI1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,MFAP1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MFAP1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,MAL gene|CD8A|MAL|MKL1|TIRAP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MAL gene|CD8A|MAL|MKL1|TIRAP Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Hyperinsulinism,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Hyperinsulinism Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,MTDH,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MTDH Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Diabetic,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Diabetic Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,TRANCE protein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",TRANCE protein Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Genistein,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Genistein Breast Carcinoma,Female Breast Cancer
PREDISPOSES,CD24,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,CD24 Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Breast hyperplasia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Breast hyperplasia Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,mixed drink,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,mixed drink Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Mitogen-Activated Protein Kinases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Mitogen-Activated Protein Kinases Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Thrombospondin 1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Thrombospondin 1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Hodgkin Disease,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Hodgkin Disease Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Diet,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Diet Breast Carcinoma,Female Breast Cancer
AFFECTS,CYP2A6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CYP2A6 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Wound Healing,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Wound Healing Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Candidate Disease Gene,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,Candidate Disease Gene Breast Carcinoma,Female Breast Cancer
CAUSES,Depo-Provera,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Depo-Provera Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Hydrocortisone,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Hydrocortisone Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,Estrogen receptor negative,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen receptor negative Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,Malnutrition,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Malnutrition Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Hydroxymethylglutaryl-CoA Reductase Inhibitors,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Hydroxymethylglutaryl-CoA Reductase Inhibitors Breast Carcinoma,Female Breast Cancer
AFFECTS,Violence,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Violence Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Methotrexate,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other,Methotrexate Breast cancer recurrent,Recurrent Breast Cancer
PREDISPOSES,BP3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,BP3 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Tumor Antigens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Tumor Antigens Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Permeability,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Permeability Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,Transplantation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Transplantation Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,CISH,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CISH Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Insulin-Like Growth Factor I,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Biologically Active Substance,Insulin-Like Growth Factor I Breast Carcinoma,Female Breast Cancer
AFFECTS,SULT1A1|SULT1A1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,SULT1A1|SULT1A1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Insulin-Like Growth Factor Binding Protein 3,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Insulin-Like Growth Factor Binding Protein 3 Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Tumor Promoters,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Neoplastic Process,Tumor Promoters Breast cancer invasive NOS,Female Breast Cancer
AFFECTS,tibolone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,tibolone Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Indicators,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,"Indicator, Reagent, or Diagnostic Aid",Indicators Breast cancer invasive NOS,Female Breast Cancer
PREDISPOSES,Menopausal Status,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Menopausal Status Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,HYAL1 gene|HYAL1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,HYAL1 gene|HYAL1 Breast cancer invasive NOS,Female Breast Cancer
AFFECTS,Cell division,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Cell division Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,SFRP2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,SFRP2 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,letrozole,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Pharmacologic Substance,letrozole Breast cancer recurrent,Recurrent Breast Cancer
AUGMENTS,Genes,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,Genes Breast cancer metastatic,Female Breast Cancer
AUGMENTS,SLC13A2|SLC13A5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,SLC13A2|SLC13A5 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Sexual function,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Sexual function Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,bone metabolism,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,bone metabolism Breast cancer metastatic,Female Breast Cancer
PREDISPOSES,Androgens,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,Androgens Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,Carcinoma in Situ,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Neoplastic Process,Carcinoma in Situ Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
PREDISPOSES,MIRN21 gene|MIR21,Ductal Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Gene or Genome,MIRN21 gene|MIR21 Ductal Breast Carcinoma,Female Breast Cancer
AFFECTS,Lactate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Lactate Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,telomerase activity,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,telomerase activity Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,Seasoning,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Seasoning Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Carcinoembryonic Antigen,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Immunologic Factor,Carcinoembryonic Antigen Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Atypia,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other,Atypia Breast cancer invasive NOS,Female Breast Cancer
PREDISPOSES,Test Result,Familial cancer of breast,0.0039960039960039,Female Breast Cancer,Other,Test Result Familial cancer of breast,Female Breast Cancer
PREDISPOSES,Pathologic stage,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Pathologic stage Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Janus kinase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Janus kinase Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,PRL gene|PRL,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PRL gene|PRL Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,B VARIANT NOS,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,B VARIANT NOS Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,CDKN1A|TCEAL1|NSG1|H3F3AP6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CDKN1A|TCEAL1|NSG1|H3F3AP6 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Shock,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Shock Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,RARA gene|RARA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RARA gene|RARA Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Antioxidants,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Antioxidants Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Gonadorelin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Gonadorelin Malignant neoplasm of breast,Female Breast Cancer
CAUSES,progesterone receptor B|EREG|ESR1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,progesterone receptor B|EREG|ESR1 Malignant neoplasm of breast,Female Breast Cancer
